age,monthly_income,dependents,horizon_years,emergency_fund,drop_reaction,goal_type,experience,monthly_investable,risk_label
57,47426,1,1,yes,sell,short_term,none,12902,Conservative
40,59382,0,1,no,hold,child_education,experienced,3697,Moderate
21,48506,0,5,yes,buy_more,retirement,experienced,13270,Aggressive
44,39133,2,10,no,hold,short_term,some,12270,Conservative
43,24412,1,10,no,buy_more,wealth_creation,some,7913,Aggressive
26,38953,1,3,yes,sell,short_term,none,2601,Conservative
46,30237,0,3,yes,hold,child_education,some,9528,Moderate
54,22539,2,10,no,hold,tax_saving,experienced,2233,Moderate
25,34267,1,1,yes,hold,wealth_creation,none,5191,Aggressive
49,30601,0,7,yes,hold,short_term,none,5033,Conservative
26,63748,4,5,no,sell,tax_saving,experienced,8905,Conservative
50,64247,1,3,no,sell,child_education,none,8892,Conservative
37,32638,1,7,no,sell,tax_saving,experienced,3290,Moderate
21,43603,4,3,yes,sell,child_education,none,10800,Conservative
59,21243,1,7,yes,sell,retirement,none,4761,Conservative
27,39243,4,2,yes,hold,short_term,experienced,9185,Moderate
44,58661,2,5,yes,sell,wealth_creation,none,12108,Moderate
28,71055,2,7,yes,sell,short_term,some,8260,Moderate
58,35565,0,1,yes,sell,child_education,none,8033,Conservative
50,78694,0,7,yes,buy_more,short_term,some,19368,Aggressive
53,24783,1,10,yes,sell,short_term,none,1625,Conservative
38,27961,0,20,yes,hold,retirement,experienced,9683,Aggressive
39,67463,0,3,yes,sell,retirement,experienced,15107,Moderate
46,103985,1,3,no,sell,tax_saving,none,25112,Conservative
52,61208,2,3,yes,hold,wealth_creation,none,13521,Moderate
54,48138,0,15,no,hold,retirement,some,12381,Moderate
21,18254,2,5,yes,hold,short_term,experienced,4509,Aggressive
47,19730,4,3,yes,hold,short_term,none,5716,Conservative
25,51960,2,10,no,hold,retirement,experienced,5116,Aggressive
32,41725,2,1,no,sell,retirement,experienced,4135,Conservative
54,29803,2,7,yes,buy_more,wealth_creation,some,3453,Aggressive
31,50487,0,5,yes,sell,tax_saving,none,17116,Conservative
52,51627,1,7,no,buy_more,child_education,some,8111,Moderate
39,74980,4,10,yes,hold,wealth_creation,some,10861,Aggressive
30,52128,2,5,yes,sell,retirement,some,6192,Conservative
34,85201,2,7,yes,hold,child_education,none,16564,Moderate
42,49197,4,7,yes,hold,retirement,some,15821,Moderate
51,46541,0,2,no,hold,tax_saving,experienced,11740,Conservative
45,79137,0,15,no,buy_more,wealth_creation,some,8414,Aggressive
58,31561,2,10,yes,hold,child_education,some,9506,Aggressive
55,173946,0,20,yes,buy_more,short_term,none,58037,Moderate
51,58038,1,10,yes,sell,retirement,none,15317,Moderate
45,58184,3,3,no,sell,wealth_creation,none,13271,Conservative
32,62087,2,5,no,hold,retirement,some,15616,Moderate
37,114086,0,5,yes,buy_more,wealth_creation,some,30893,Aggressive
25,70026,2,1,no,hold,wealth_creation,some,21555,Conservative
35,23806,0,5,yes,buy_more,tax_saving,none,5894,Aggressive
58,92185,3,5,no,hold,short_term,none,19307,Conservative
38,42049,0,1,yes,buy_more,retirement,experienced,4403,Aggressive
25,51442,3,15,yes,buy_more,wealth_creation,none,8347,Aggressive
47,27565,1,2,yes,hold,child_education,experienced,2077,Moderate
59,62117,1,7,no,hold,wealth_creation,some,16682,Conservative
55,36566,1,10,yes,hold,tax_saving,experienced,12713,Moderate
31,51281,0,7,yes,buy_more,short_term,some,4040,Aggressive
39,43137,1,2,no,hold,short_term,experienced,7853,Conservative
42,116570,3,7,no,hold,tax_saving,some,30310,Conservative
30,119613,3,10,yes,buy_more,child_education,none,7054,Aggressive
31,50057,0,15,yes,hold,retirement,experienced,9103,Aggressive
30,50452,2,3,no,hold,retirement,none,14552,Conservative
60,41437,3,1,yes,hold,wealth_creation,some,5716,Conservative
50,80636,3,7,yes,hold,retirement,none,19990,Conservative
54,42276,1,3,yes,hold,retirement,some,9816,Moderate
53,40554,0,10,yes,sell,retirement,some,10544,Aggressive
59,76142,4,10,no,buy_more,short_term,experienced,9292,Conservative
25,38475,1,10,no,hold,wealth_creation,none,3866,Aggressive
56,48194,1,20,yes,buy_more,child_education,experienced,2654,Aggressive
23,24062,2,7,no,hold,wealth_creation,experienced,4670,Aggressive
40,67297,0,15,no,buy_more,tax_saving,none,7136,Aggressive
44,117405,3,7,no,hold,retirement,none,28806,Conservative
35,67815,0,3,yes,hold,retirement,none,14563,Aggressive
26,94637,2,10,yes,buy_more,short_term,none,28401,Aggressive
28,33498,4,10,no,hold,retirement,some,9733,Aggressive
53,54521,4,20,no,buy_more,short_term,none,8634,Conservative
33,32066,4,3,yes,hold,short_term,some,4453,Moderate
33,44245,3,5,yes,sell,short_term,some,3302,Moderate
57,69389,0,15,yes,hold,tax_saving,some,19214,Moderate
26,51319,4,1,yes,buy_more,child_education,experienced,10205,Aggressive
57,25959,4,7,yes,hold,retirement,none,3916,Conservative
57,27125,1,7,yes,hold,child_education,some,7081,Moderate
44,26330,1,2,yes,sell,retirement,experienced,3481,Conservative
27,61154,0,2,no,hold,wealth_creation,none,11827,Conservative
27,124088,1,15,no,buy_more,child_education,some,22433,Aggressive
32,90500,2,1,yes,buy_more,wealth_creation,experienced,11861,Aggressive
44,20885,1,10,yes,hold,child_education,some,5996,Aggressive
27,92919,1,10,yes,sell,tax_saving,experienced,24363,Aggressive
39,74710,1,7,yes,sell,child_education,experienced,15379,Moderate
25,24455,0,5,no,sell,retirement,none,6294,Conservative
42,42768,4,1,yes,buy_more,tax_saving,some,3285,Moderate
21,80256,0,10,no,hold,retirement,some,14361,Aggressive
49,62799,0,2,yes,sell,retirement,experienced,14446,Conservative
23,27198,0,3,no,buy_more,short_term,some,4573,Moderate
28,64526,3,20,no,buy_more,short_term,some,17050,Aggressive
27,18734,3,3,no,hold,short_term,none,3871,Conservative
54,44343,0,3,no,buy_more,short_term,some,7310,Conservative
23,81803,0,20,yes,hold,short_term,some,14283,Aggressive
38,49428,1,2,yes,sell,wealth_creation,experienced,13092,Conservative
44,39162,0,2,yes,buy_more,wealth_creation,none,2731,Moderate
41,73145,2,5,no,sell,short_term,none,22049,Conservative
48,76011,0,10,no,buy_more,short_term,experienced,5108,Aggressive
53,88390,1,15,yes,hold,retirement,some,7937,Aggressive
36,72653,1,10,no,buy_more,wealth_creation,none,21291,Aggressive
54,79747,1,20,yes,sell,retirement,some,12945,Moderate
33,68173,1,1,yes,hold,short_term,experienced,12804,Moderate
60,55242,0,7,no,buy_more,retirement,experienced,8939,Moderate
41,51035,0,2,yes,buy_more,tax_saving,none,3976,Moderate
50,44056,0,15,yes,buy_more,short_term,some,10245,Aggressive
56,28408,0,20,no,sell,child_education,some,7292,Conservative
52,31891,4,3,yes,hold,wealth_creation,none,3411,Conservative
55,43178,0,15,yes,hold,child_education,some,11901,Moderate
42,54647,0,7,yes,hold,short_term,none,4368,Aggressive
22,93748,0,2,yes,hold,retirement,some,26478,Moderate
40,48107,2,7,no,hold,wealth_creation,none,12527,Moderate
28,77000,4,20,no,hold,wealth_creation,none,24919,Moderate
56,79673,2,3,yes,sell,retirement,none,23427,Conservative
30,44172,2,1,no,buy_more,wealth_creation,experienced,13399,Moderate
30,64062,3,20,no,buy_more,retirement,some,21608,Moderate
30,43932,1,5,no,hold,child_education,some,13324,Conservative
46,88872,3,5,no,buy_more,wealth_creation,none,25677,Conservative
43,65259,2,10,yes,buy_more,retirement,experienced,7102,Aggressive
58,28689,0,7,no,sell,tax_saving,some,7933,Conservative
37,52716,1,3,yes,hold,child_education,experienced,12641,Aggressive
32,102914,0,2,yes,buy_more,child_education,none,34833,Moderate
22,45181,0,15,yes,hold,child_education,some,12018,Aggressive
21,59962,3,5,yes,sell,child_education,none,7667,Conservative
35,62670,0,10,yes,hold,wealth_creation,none,6219,Aggressive
58,30746,2,15,no,buy_more,tax_saving,some,4132,Moderate
41,61686,4,1,yes,hold,wealth_creation,experienced,11969,Moderate
56,26180,1,15,yes,sell,child_education,none,6433,Conservative
25,36992,1,10,no,sell,retirement,some,4236,Aggressive
24,79544,2,20,yes,buy_more,tax_saving,some,9533,Aggressive
54,57557,3,3,yes,hold,retirement,some,8090,Moderate
25,42744,0,5,no,buy_more,child_education,some,12489,Aggressive
23,59928,0,10,no,hold,wealth_creation,some,9566,Aggressive
37,47712,2,20,no,buy_more,child_education,experienced,3507,Aggressive
57,49299,4,20,yes,sell,child_education,some,10525,Conservative
48,65878,0,5,yes,buy_more,retirement,experienced,3411,Aggressive
24,35336,1,7,no,buy_more,short_term,none,8908,Moderate
54,49918,4,2,no,hold,wealth_creation,experienced,15106,Conservative
54,42594,0,10,yes,hold,wealth_creation,experienced,4255,Aggressive
53,24016,0,15,no,buy_more,wealth_creation,none,7285,Moderate
57,32396,1,10,no,buy_more,tax_saving,some,8219,Moderate
30,99279,0,5,yes,hold,wealth_creation,experienced,7899,Aggressive
60,58286,0,20,yes,hold,short_term,none,6899,Conservative
33,27021,2,2,yes,buy_more,short_term,some,3193,Moderate
53,24510,2,5,no,hold,wealth_creation,some,2738,Conservative
44,46607,1,7,yes,hold,retirement,experienced,7008,Aggressive
52,98966,1,7,no,hold,retirement,none,31896,Conservative
46,45069,1,10,yes,sell,wealth_creation,none,5283,Moderate
46,88269,2,7,no,buy_more,child_education,none,28953,Conservative
45,57432,3,1,yes,buy_more,wealth_creation,none,12341,Conservative
52,60600,2,2,no,hold,short_term,none,12429,Conservative
50,26874,2,7,yes,hold,child_education,some,6775,Moderate
26,74748,3,10,no,sell,wealth_creation,experienced,21804,Moderate
54,42162,3,7,no,sell,tax_saving,experienced,14220,Conservative
42,72286,0,5,yes,buy_more,child_education,experienced,3672,Aggressive
33,33983,4,1,no,buy_more,tax_saving,experienced,5758,Conservative
41,53086,3,10,yes,hold,retirement,none,5505,Aggressive
59,57434,0,5,no,sell,short_term,none,5486,Conservative
55,45738,0,7,yes,sell,child_education,none,4304,Conservative
54,58808,2,5,no,hold,short_term,some,15462,Conservative
39,43482,1,3,no,sell,short_term,experienced,2841,Conservative
52,36604,2,3,no,hold,short_term,none,11018,Conservative
36,100958,1,1,yes,buy_more,tax_saving,some,27841,Moderate
48,78592,0,10,yes,hold,retirement,some,13579,Aggressive
46,34808,0,3,no,buy_more,child_education,none,6183,Moderate
30,63310,3,3,yes,sell,retirement,experienced,16049,Conservative
31,35094,0,20,no,hold,child_education,none,1868,Moderate
23,28764,2,5,yes,buy_more,wealth_creation,some,4778,Aggressive
26,78058,0,7,yes,buy_more,short_term,experienced,8121,Aggressive
38,22768,1,5,no,hold,child_education,none,2373,Moderate
40,74390,1,3,yes,hold,short_term,none,16007,Moderate
27,43751,0,1,yes,sell,retirement,some,5415,Moderate
37,44569,2,15,yes,hold,tax_saving,some,7244,Aggressive
45,58946,2,5,no,sell,retirement,some,15632,Conservative
30,63674,0,10,no,sell,retirement,some,15039,Moderate
34,33797,1,20,no,hold,tax_saving,none,5035,Moderate
35,67709,2,1,yes,sell,child_education,none,4393,Conservative
41,51586,2,10,yes,sell,child_education,experienced,2991,Aggressive
35,27855,1,2,yes,sell,tax_saving,none,5466,Moderate
50,45413,2,5,yes,hold,short_term,experienced,8013,Moderate
34,91269,0,15,yes,buy_more,retirement,none,26370,Aggressive
38,104241,0,1,yes,buy_more,retirement,experienced,7777,Aggressive
36,67697,2,20,yes,sell,short_term,experienced,20646,Moderate
28,28691,2,7,no,sell,short_term,none,3263,Conservative
48,61130,3,5,yes,buy_more,short_term,some,9488,Aggressive
30,71889,0,1,yes,sell,retirement,some,22140,Conservative
32,67952,1,7,yes,hold,wealth_creation,some,20473,Aggressive
52,69788,2,5,yes,sell,retirement,experienced,14269,Moderate
58,57726,0,3,no,hold,short_term,none,4300,Conservative
47,47449,1,5,no,sell,wealth_creation,experienced,10777,Conservative
57,37280,2,1,no,hold,wealth_creation,some,10383,Conservative
55,20867,0,20,yes,hold,tax_saving,none,2685,Moderate
40,57115,1,5,yes,sell,retirement,some,5992,Moderate
51,53301,0,5,no,hold,wealth_creation,none,10612,Moderate
34,63001,3,10,no,hold,short_term,some,17312,Conservative
39,26852,0,10,yes,buy_more,wealth_creation,none,5409,Aggressive
42,65529,0,15,yes,hold,tax_saving,experienced,7984,Aggressive
59,123567,0,20,no,sell,child_education,none,38389,Conservative
54,50782,0,3,no,hold,retirement,some,15823,Conservative
40,47679,0,5,yes,sell,wealth_creation,experienced,11800,Aggressive
47,56333,2,10,yes,buy_more,short_term,experienced,4072,Aggressive
29,122339,0,1,no,buy_more,tax_saving,some,14636,Moderate
53,30926,0,10,no,sell,child_education,none,7286,Conservative
43,53714,0,1,yes,hold,retirement,experienced,15275,Moderate
42,34205,1,15,yes,hold,child_education,none,6576,Aggressive
51,38324,0,10,no,sell,wealth_creation,some,5411,Aggressive
46,47938,2,7,no,hold,retirement,experienced,15117,Conservative
23,89885,2,5,no,hold,tax_saving,none,14777,Moderate
32,110243,2,20,yes,hold,wealth_creation,none,35814,Aggressive
28,59973,0,10,yes,hold,retirement,some,12576,Aggressive
50,41379,3,10,no,hold,retirement,some,9694,Moderate
22,150502,2,15,yes,hold,wealth_creation,none,13166,Aggressive
29,40441,0,1,yes,hold,tax_saving,experienced,5268,Moderate
44,37910,1,1,yes,hold,retirement,experienced,12980,Moderate
48,22054,2,3,yes,hold,retirement,experienced,5857,Moderate
41,91880,0,7,no,hold,wealth_creation,none,17744,Moderate
55,75789,1,7,yes,sell,short_term,some,15644,Conservative
57,145511,2,5,no,hold,child_education,experienced,11108,Conservative
26,26231,0,20,no,hold,retirement,none,7475,Aggressive
59,94483,4,2,yes,hold,child_education,some,6747,Conservative
45,50592,0,10,no,sell,short_term,none,8403,Conservative
46,70456,0,5,yes,hold,child_education,none,12202,Aggressive
24,23353,0,5,no,sell,tax_saving,none,5392,Conservative
45,94905,1,1,yes,hold,wealth_creation,some,16576,Moderate
50,69837,3,10,no,hold,short_term,some,23619,Conservative
44,48169,3,10,yes,hold,tax_saving,none,13938,Aggressive
24,65532,3,3,no,buy_more,child_education,some,22136,Moderate
41,34735,1,7,yes,buy_more,child_education,none,7142,Aggressive
58,37769,1,7,yes,buy_more,tax_saving,none,5312,Moderate
49,39793,1,5,yes,buy_more,tax_saving,experienced,13704,Aggressive
26,21295,0,7,yes,sell,wealth_creation,some,1583,Aggressive
59,72243,3,5,yes,sell,short_term,some,23704,Conservative
59,83802,1,15,yes,sell,short_term,none,6598,Conservative
27,35753,1,10,no,sell,short_term,none,10442,Conservative
53,57336,1,2,yes,buy_more,retirement,experienced,16282,Moderate
37,43499,2,10,yes,buy_more,child_education,none,10783,Aggressive
44,56824,0,5,no,hold,wealth_creation,none,16181,Moderate
38,36959,2,20,no,buy_more,retirement,some,2824,Aggressive
52,32940,2,7,yes,hold,retirement,some,5338,Aggressive
60,78702,3,1,yes,hold,retirement,experienced,11879,Conservative
52,47631,0,10,yes,sell,wealth_creation,experienced,16406,Moderate
58,121777,0,2,no,buy_more,retirement,none,23352,Conservative
58,50053,1,15,no,hold,retirement,none,3248,Moderate
24,32314,3,20,no,hold,retirement,some,4129,Aggressive
31,85146,4,10,no,sell,retirement,none,25818,Conservative
49,65111,1,7,no,buy_more,child_education,some,20672,Moderate
44,67988,0,7,no,buy_more,tax_saving,none,22314,Moderate
23,83764,0,5,no,hold,retirement,experienced,7809,Aggressive
24,36542,2,2,no,buy_more,tax_saving,experienced,9370,Aggressive
41,46292,0,20,no,hold,tax_saving,none,7902,Moderate
45,45380,1,5,no,buy_more,tax_saving,none,12281,Moderate
27,27423,3,3,yes,hold,wealth_creation,experienced,8153,Aggressive
27,43537,1,3,yes,hold,short_term,none,5589,Moderate
26,89444,1,20,yes,buy_more,retirement,none,17897,Aggressive
43,54546,0,20,yes,buy_more,retirement,none,8082,Aggressive
21,26749,0,5,no,sell,child_education,none,4996,Conservative
43,24339,2,3,no,buy_more,wealth_creation,none,3338,Moderate
40,103688,1,10,yes,hold,retirement,none,15749,Aggressive
39,47068,0,5,yes,sell,retirement,none,6198,Conservative
48,36631,0,20,yes,hold,short_term,experienced,5111,Aggressive
41,43334,0,15,no,hold,retirement,none,9680,Aggressive
50,25215,2,10,no,hold,wealth_creation,experienced,5801,Aggressive
51,93003,2,2,yes,hold,wealth_creation,some,30339,Conservative
57,41073,1,10,yes,sell,retirement,some,6866,Moderate
52,90701,1,20,no,sell,wealth_creation,experienced,22424,Conservative
41,50173,0,5,no,buy_more,retirement,none,17040,Moderate
40,93273,1,15,no,sell,wealth_creation,none,17713,Conservative
30,55023,0,5,yes,hold,retirement,some,15612,Aggressive
44,71966,4,20,yes,hold,child_education,none,24535,Aggressive
26,67750,0,7,no,sell,tax_saving,none,19439,Conservative
58,64892,1,2,yes,sell,retirement,experienced,4811,Conservative
54,57329,0,5,no,hold,retirement,experienced,6187,Moderate
25,44144,2,1,no,buy_more,short_term,some,6112,Conservative
52,116069,0,5,yes,buy_more,short_term,some,29697,Moderate
25,32593,4,15,yes,hold,wealth_creation,some,8194,Aggressive
49,49115,0,3,no,sell,retirement,none,4476,Conservative
24,49350,3,20,no,hold,tax_saving,none,9120,Moderate
40,58753,2,2,yes,hold,wealth_creation,some,10372,Moderate
47,40406,0,10,no,hold,retirement,none,10382,Moderate
50,56479,0,20,yes,hold,wealth_creation,none,7245,Aggressive
37,45434,1,7,no,hold,short_term,some,5512,Conservative
57,24055,3,15,no,hold,wealth_creation,some,5509,Conservative
51,49231,3,20,yes,buy_more,retirement,none,3684,Aggressive
29,29874,0,7,no,hold,retirement,experienced,7488,Aggressive
47,22460,1,10,no,hold,tax_saving,some,4083,Moderate
50,52135,0,1,no,buy_more,tax_saving,some,10995,Conservative
34,61056,0,5,yes,hold,short_term,none,17742,Moderate
50,62131,2,3,no,sell,tax_saving,some,6479,Conservative
56,63273,0,15,no,sell,wealth_creation,some,7148,Conservative
53,20544,0,10,yes,hold,wealth_creation,some,6580,Aggressive
51,26570,3,7,yes,hold,child_education,some,7234,Moderate
46,119143,2,20,no,hold,child_education,none,15346,Moderate
31,30600,2,2,no,sell,wealth_creation,none,8146,Conservative
52,64529,0,20,yes,sell,short_term,experienced,12077,Moderate
35,35985,3,2,no,hold,retirement,none,8463,Conservative
42,50810,1,5,yes,hold,retirement,some,14531,Aggressive
33,36865,1,7,no,hold,wealth_creation,experienced,2338,Moderate
33,63113,0,5,yes,hold,short_term,none,14727,Moderate
27,52132,3,10,yes,hold,child_education,experienced,7900,Aggressive
59,40065,1,10,no,hold,short_term,experienced,8207,Moderate
26,30559,3,15,no,hold,short_term,some,4862,Moderate
24,55298,2,2,yes,hold,retirement,some,18376,Moderate
58,28403,2,3,no,sell,child_education,experienced,6508,Conservative
43,59418,2,1,no,hold,retirement,none,18061,Conservative
38,159838,4,5,no,sell,child_education,some,20302,Conservative
50,90001,0,2,yes,hold,retirement,none,14344,Conservative
36,67728,0,3,yes,hold,retirement,experienced,19378,Aggressive
26,47168,2,15,no,hold,tax_saving,some,5675,Moderate
50,20487,1,20,no,buy_more,retirement,some,7170,Aggressive
28,27037,1,15,yes,hold,retirement,none,6705,Aggressive
43,87313,2,1,yes,sell,short_term,none,27856,Conservative
